Metric,CY2023Q1,CY2023Q2,CY2023Q3,CY2023Q4,CY2024Q1,CY2024Q2,CY2024Q3,CY2024Q4
Revenues,7200000000,13500000000,18100000000,22100000000,26000000000,28500000000,30000000000,32200000000
